job title,salary estimate,job description,rating,company name,location,size,founded,type of ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,R,spark,aws,cloud,excel
"Data Scientist, Solar & Storage",$100K - $162K,"about power factors

power factors is a leading provider of asset performance management solutions through our cloud-based saas drive platform. drive empowers owners, operators and asset managers with tools to effectively manage a fleet of clean energy assets for real-time operations, reporting and technical asset management.


the role

as a data scientist on the power factors’ advanced analytics team, you will serve as an in-house subject matter expert on solar, storage and power factors’ drive platform. in this role you will support internal and external users, conduct analysis that exceeds the current capability of the product and help define and validate the road map for future development.

you will work closely with a wide variety of internal teams (product management, customer success, software development, engineering operations and, obviously, other members of advanced analytics) as well as customers (analysts, site managers and asset managers). you will have the opportunity and responsibility for communicating with experts from across the industry. extensive knowledge of solar, and operational solar power plants is, therefore, a must. familiarity with analysis, data science and software development tools and techniques are preferred.

the best candidates will have strong written and verbal communication skills, be curious and willing to continually take on new challenges and opportunities to learn (new programming languages, techniques, technologies). in this role, you will be reporting to the technical director of advanced analytics and you will be an active member of a team composed of passionate and highly qualified professionals that aims at changing the energy landscape.

important note: power factors is applying covid-19 preventive measures to safeguard the health and safety of our employees, customers, business partners, and communities where we have offices. please note that the selected candidate will be working from home, for the duration of said applicable measures.


responsibilities


serve as an internal expert for the inner workings of all aspects of power factor’s drive platform;
understand customer needs and use cases and how they can be addressed;
support testing, documentation, training, utilization and value realization of the platform;
help define workflow and user experience elements of the platform;
collaborate with other members of the advanced analytics team to explore analytical problems and solutions;
work independently to investigate and develop analytical methods and tools;
communicate effectively with people at all levels of the organization and with customers;
ensure that analytics are robust and resilient in a production environment with diverse data;
work with data engineers on data quality assessment, data cleansing and analytics;
collaborate with product managers to understand requirements and use cases;
develop, verify and validate analytics to address customer needs and requirements;
continuously strive to efficiently deliver actionable information to power factors’ customers. you will interact directly with internal and external stakeholders to design solutions that help them solve real-world problems and drive value.
work on a multitude of dynamic projects with cross-functional internal stakeholders as required.


requirements


bachelor’s degree (or above) in engineering, statistics, mathematics, computer science, or a related field;
minimum 3 years of relevant work experience in solar and / or energy storage; practical experience with monitoring and analysis of operational generating assets is considered as an asset;
minimum of 3 years of experience with data analysis and / or data science strongly preferred;
experience with data analysis tools (e.g. python, sql, powerbi preferred);
demonstrated experience with development and deployment of analytical methods and tools using iot data;
ability to grasp and clearly communicate complex ideas;
commercially oriented approach and business skills in identifying and exploiting opportunities in a competitive market;
demonstrated skill at data preprocessing, data modeling and data quality assessment (especially as related to iot data);
ability to continuously learn and explore new techniques to provide insights and answers;
critical thinking and problem-solving skills;
experience developing analytics for product solutions is also considered an asset;
availability to travel on occasions or as required (10% of the time approximately).


 what we offer


a highly motivated, values-driven culture focused on a sustainable energy future
flexible core hours
incentive pay and employee referral bonus programs
employee recognition programs
benefits coverage for you and your dependents


required competencies


accountability
delivering on commitments
customer focus
problem analysis
process development
problem solving

equal opportunity employer


power factors is an equal opportunity employer committed to engaging a diverse workforce and sustaining an inclusive culture. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

ind123",4.5,Power Factors,"Dallas, TX",51 to 200 Employees,-1,Private Practice / Firm,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,100,162,131.0,Power Factors,TX,-1,1,0,0,0,1,0
Data Scientist,$100K - $162K,"the team you will be joining:
one of the largest providers of high-quality, single-family residences in the united states.
a team of hard-working individuals who take pride in providing the highest quality of safety, security, and stability.
a dynamic, fun, and goal-oriented company.

what they offer you:
in addition to outstanding training, they host town hall meetings to encourage growth, knowledge sharing and a good time.
competitive performance-based bonuses.
comprehensive healthcare coverage for you and your family, parental leave, paid time off, and paid holidays

why this role is important:
offers opportunity to use upcoming technologies to help preform financial engineering
will be developing applications using java/hibernate/vaadin
the applications that are developed will be to support the acquisition, leasing, and management of different properties and homes
opportunity to develop integrations with various levels of real estate startups
opportunity to analyze various sets of data to help identify various trends along with optimizations

the background that fits
3-5 years of experience sourcing cleaning and validating raw data
must have experience with etl processes in python and sql
ability to demonstrate familiarity with data analysis and statistical modeling
knowledge of visualization tools and libraries
strong coding skills in python or java are preferred

#li-kc1",2.6,AccruePartners,"Charlotte, NC",51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),100,162,131.0,AccruePartners,NC,18,1,0,0,0,0,0
Senior Data Analyst,$100K - $162K,group o has an immediate need for a senior data analyst to join its growing team. this position is primarily responsible quick turnarounds on complex data and building interactive dashboards and reports to display complex data.,3.3,Group O,"Dallas, TX",1001 to 5000 Employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),100,162,131.0,Group O,TX,46,0,0,0,0,0,0
Data Scientist - Defense & Intelligence,$100K - $162K,"data scientist – defense & intelligence
 home office is: arlington, va
elder research inc. is a data science consulting firm specialized in providing analytic solutions to clients in commercial and government industries. providing analytic solutions to hundreds of companies across numerous industries, our team enjoys a great variety in the type of work they do and exposure to a wide range of techniques and tools
we are trusted advisors to our clients, building lasting relationships and partnering as preferred analytics providers. we use a variety of programming languages and tools to create analytic solutions, often fitting within our clients’ environment and needs.
summary of position:
as a data scientist, you will work directly with clients, managers and technical staff to understand business needs, develop technical plans, and deliver data-driven analytical solutions that solve client problems. you will primarily create and deploy predictive models from a wide variety of data sources and types using the latest mathematical and statistical methods.
essential functions:
exploration, cleaning, and wrangling to understand available data
meetings and discussions with clients and co-workers to refine understanding of the business problem at hand
trying different predictive modeling approaches to identify the best fit for a given set of business understanding, available data, and project timeline
writing re-usable code in r, python, java, scala, sql, or other languages, and working to refine it through code review and discussion
applying statistics to understand the significance of different attributes
preparing presentations, writing reports, and working to communicate technical results to clients with varying levels of analytic sophistication
ability to work independently in a collaborative, dynamic, cross-functional environment
travel to and work on-site at clients both local and non-local. number of days at client site vary depending on project requirements.
job specifications/requirements:
bachelor of science degree or masters degree in operation research, industrial engineering, applied mathematics, statistics, physics, computer science or related fields.
current ts or active within the past 2 years
proficient with one of more of the following programming languages (java, c++, python, r)
demonstrated experience applying data science methods to real-world problems.
knowledge and experience in data wrangling, advanced statistical data analysis and modeling
capable of communicating complex models and concepts in non-technical language
comfortable learning new things and working outside of your comfort zone
strong english-speaking and writing skills

desired skills
3+ years of experience in a data science role
experience working with some of the following technologies: aws/c2s, solr, nosql databases (mongodb, dynamodb, redis, hbase, cassandra, accumulo, neo4j, etc.), caffe/tensorflow/keras/etc, hadoop, spark, pig
experience building models and tools to help analysts understand data and answer intelligence questions
experience using data science libraries in python or r: tidyverse, numpy, scipy, pandas
familiarity with commercial and open source data science software: ibm spss modeler, sas, knime, rapidminer, statistica
familiarity with software development (scala, c#, java, javascript, etc.)
familiarity with relational databases, oracle, sql, and etl tools
security+ certified
proficiency with unsupervised, semi-supervised, and supervised learning algorithms and technologies.
domain expertise: counterintelligence, insider threat, intelligence data sources (humint, sigint, imint, and osint)
about elder research, inc
elder research is a fast growing consulting firm specializing in predictive analytics. being in the data mining business over 20 years, we pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. in keeping with our entrepreneurial spirit, we want candidates who are self-motivated with an innate curiosity and strong team work. we work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.
elder research believes in continuous learning; each week the entire company attends a “tech talk” followed by an office lunch. elder research provides a supportive work environment with established parental, bereavement, and pto policies. by prioritizing a healthy work-life balance - with reasonable hours, solid pay, low travel, and extremely flexible time off - elder research enables and encourages its employees to serve others.
elder research, inc. is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.
#jt",3.9,Elder Research Inc,"Arlington, VA",51 to 200 Employees,1995,Company - Private,Consulting,Business Services,$5 to $10 million (USD),100,162,131.0,Elder Research Inc,VA,25,1,0,1,1,0,0
Data Engineer- Netezza,$100K - $162K,a data integration engineer of whom has some past experience in netezza/pda and cloudera,-1.0,Everest Technologies,"New Albany, OH",-1,-1,-1,-1,-1,-1,100,162,131.0,Everest Technologies,OH,-1,0,0,0,0,1,0
Data Science Manager,$100K - $162K,"the data science manager will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to insurance pure premiums, customer life time value, customer buying behaviors and related topics using internal and external data. you will start your data science manager role at home and then transition to working in our woodbridge, nj office when it reopens.",3.6,Plymouth Rock Assurance,"Woodbridge, NJ",1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),100,162,131.0,Plymouth Rock Assurance,NJ,38,0,0,0,0,0,0
Senior Data Analyst,$100K - $162K,"it’s truly an exciting time to be a part of getinsured. our vision has always been to make finding and enrolling in health insurance simple. getinsured currently has the largest state-based marketplace footprint, and our consumer-friendly interface and decision support tools empower millions of consumers across the country to make better health plan decisions. getinsured builds and operates award-winning cloud-based enrollment tools that serve state-based exchanges, brokers, insurers, and consumers. in addition to eligibility determination, plan selection, and enrollment technology for state agencies, the company delivers innovative agent marketing and call center tools and services.",3.5,Getinsured,"Mountain View, CA",201 to 500 Employees,2005,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,100,162,131.0,Getinsured,CA,15,0,0,0,0,1,0
Data Scientist - Remote,$100K - $162K,"semanticbits is a leading company specializing in the design and development of digital health services, and the work we do is just as unique as the culture we’ve created. we develop cutting-edge solutions to complex problems for commercial, academic, and government organizations. the systems we develop are used in finding cures for deadly diseases, improving the quality of healthcare delivered to millions of people, and revolutionizing the healthcare industry on a nationwide scale. there is a meaningful connection between our work and the real people who benefit from it; and, as such, we create an environment in which new ideas and innovative strategies are encouraged. we are an established company with the mindset of a startup and we feel confident that we offer an employment experience unlike any other and that we set our employees up for professional success every day.

semanticbits is looking for a data scientist with strong business intelligence, sql, statistics, and python knowledge who is eager to use their skills to rapidly turn data into insights. you'll have an opportunity to work on projects that support the centers for medicare and medicaid services (cms) as we develop next-generation analytics and reporting systems that directly impacts healthcare quality. this position is open to a mid-level to principal professional depending on experience.
responsibilities:
work with business users to understand data requirements
build critical bi dashboards
train business users to use self-service tools - e.g. bi dashboards
maintain data documentation and definitions
apply software engineering best practices to analytics code
provide clean, transformed data ready for analysis
required qualifications:
bachelor's degree required in computer science or a similar field
six years of relevant technical experience
three or more years working in a data scientist or data analyst role
expert skills with sql and basic statistics
intermediate expertise in python programming
strong problem solving and structuring skills
ability and desire to take ownership of and initiative for analysis; from requirements clarification to deliverable
strong technical communication skills; both written and verbal
ability to understand and articulate the ""big picture"" and simplify complex ideas
ability to identify and learn applicable new techniques independently as needed
candidate must reside in the united states
flexible and willing to accept a change in priorities as necessary
nice to have:
prior experience working with medicare and/or medicaid data
strong understanding of relational database and data warehousing concepts (e.g. olap, dimensional modeling)
experience with one or more bi tools, such as superset, tableau, microstrategy, looker, etc.
prior experience working remotely full-time
federal government contracting work experience
physical and emotional requirements for the job:
this position is to be performed remotely from an individual’s home office and involves sedentary work. employees in this role can be expected to exert up to 10 pounds of force on occasion in order to lift, carry, push, pull or otherwise move standard electronic equipment. employees are expected to make decisions in a timely manner and display emotional intelligence during occasional stressful situations.
benefits
competitive salary
three weeks of pto
ten paid holiday days
comprehensive health benefits (medical with hsa option, dental, and vision)
401k retirement plan with matching benefit
100% paid short-term and long-term disability
100% paid life insurance
flexible spending accounts (fsa)
casual working environment
flexible working hours

semanticbits, llc is an equal opportunity, affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other characteristic protected by law. we are also a veteran-friendly employer.

if you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact 703-787-9656 x257 or hr@semanticbits.com for assistance.",4.8,SemanticBits LLC,"Herndon, VA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),100,162,131.0,SemanticBits LLC,VA,15,1,0,0,0,0,0
Data Analyst - Loan Boarding,$100K - $162K,position summary:,3.5,RoundPoint Mortgage Servicing Corporation,"Dallas, TX",501 to 1000 Employees,2007,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),100,162,131.0,RoundPoint Mortgage Servicing Corporation,TX,13,0,0,0,0,0,0
Senior Data Analyst,$100K - $162K,senior data analyst,3.2,"HME SPECIALISTS, LLC","Albuquerque, NM",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),100,162,131.0,"HME SPECIALISTS, LLC",NM,-1,0,0,0,0,0,0
Data Scientists with TS/SCI,$100K - $162K,"veteran owned firm seeking data scientists with ts/sci to support a client in springfield, va",5.0,HRUCKUS,"Springfield, VA",1 to 50 Employees,2013,Company - Private,Consulting,Business Services,$1 to $5 million (USD),100,162,131.0,HRUCKUS,VA,7,0,0,0,0,0,0
Marketing Automation & Data Science Manager,$100K - $162K,"this position will be highly involved with the day to day decisions of the marketing and sales organization. the marketing automation & data science manager will use data to help better understand prospects and customers by analyzing data produced by various programs and campaigns. leveraging data to understand program effectiveness, the position will help optimize marketing programs and build targeted sales campaigns to help increase the roi of investments the company makes in these areas. 
please note: this role will eventually be onsite in our redwood city office once we return back to the office. it is currently work from home.",4.0,Carbon3D,"Redwood City, CA",201 to 500 Employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,100,162,131.0,Carbon3D,CA,7,0,0,0,0,0,0
"Development Scientist, Next Generation Sequencing",$100K - $162K,"working as a member of the nebnext applications and product development department at new england biolabs (neb), this individual will be focused on the development of cutting-edge technology for next generation sequencing applications.",4.9,New England Biolabs,"Ipswich, MA",201 to 500 Employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,100,162,131.0,New England Biolabs,MA,46,0,0,0,0,0,0
Data Scientist,$100K - $162K,"ke'aki technologies, llc is looking for a qualified data scientist to support the air force medical service (afms) in san antonio, tx.",-1.0,Alaka`ina Foundation Family of Companies,"San Antonio, TX",-1,-1,-1,-1,-1,-1,100,162,131.0,Alaka`ina Foundation Family of Companies,TX,-1,0,0,0,0,0,0
Senior Scientist - Learning Technology,$100K - $162K,title: senior scientist (learning technology),5.0,Quantum Improvements Consulting,"Dayton, OH",1 to 50 Employees,2014,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,100,162,131.0,Quantum Improvements Consulting,OH,6,0,0,0,0,0,0
Data QA Engineer,$100K - $162K,job description: data qa engineer,3.2,Affinity Solutions,"San Jose, CA",51 to 200 Employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,100,162,131.0,Affinity Solutions,CA,22,0,0,0,0,0,0
"Data Analyst, eCommerce",$100K - $162K,what we do matters:,3.9,The Knot Worldwide,"New York, NY",1001 to 5000 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,100,162,131.0,The Knot Worldwide,NY,1,0,0,0,0,0,0
Senior Data Scientist,$100K - $162K,senior data scientist,3.3,GroundTruth,"Mountain View, CA",201 to 500 Employees,2009,Company - Private,-1,-1,Less than $1 million (USD),100,162,131.0,GroundTruth,CA,11,0,0,0,0,0,0
"Scientist II, imPACT Clinical Pipeline",$100K - $162K,pact pharma,3.6,PACT Pharma,"South San Francisco, CA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,100,162,131.0,PACT Pharma,CA,4,0,0,0,0,0,0
Sr Research Scientist - Preclinical Research Lead - Gene Editing Institute,$100K - $162K,empty,3.7,Christiana Care Health Systems,"Newark, DE",10000+ Employees,1970,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),100,162,131.0,Christiana Care Health Systems,DE,50,0,0,0,0,0,0
"Research Scientist - Center for Childhood Deafness, Language, and Learning",$100K - $162K,"ul,p {width:100%;}business: boys town national research hospital

boys town national research hospital (btnrh) is seeking junior, mid, or senior career level research scientists in the center for childhood deafness, language & learning (ccdll). the center for childhood deafness, language, and learning is directed by karla mcgregor, ph.d.

scientists at boys town national research hospital are full-time researchers with no teaching or administrative responsibilities and reasonable service commitments.

our vision is to grow the ccdll into a program with tightly integrated research and clinical arms that work synergistically on issues of  language learning and development. work that fits this focus could involve examination of differences between learners with varying diagnoses; determination of the influences of intervention as well as family, academic, and social environments on language outcomes; identification of developmental processes that support language learning during infancy, childhood, adolescence, and young adulthood; and investigation of brain plasticity and neurologic pathways that support language learning and development. we are assembling a faculty that can offer a unique perspective on such issues, one that is informed by a commitment to understanding and ameliorating the effects of childhood disabilities on language learning and development.

 all scientists will have access to new, state-of-the art laboratory facilities, generous start-up funds, and extensive supports for grant management, it, participant recruitment, and clinical measurement. senior scientists aim for 50% salary support on external grants. via participation in the center for perception and communication in children (cpcc) funded by a centers of biomedical research excellence (cobre) grant, junior scientists are provided with extensive mentoring and three years of full support to enable them to reach this goal. 

via participation in the center for perception and communication in children (cpcc) funded by a centers of biomedical research excellence (cobre) grant, junior scientists are provided with extensive mentoring and three years of full support to enable them to reach this goal.

scientists at boys town national research hospital have the advantage of working alongside an outstanding, internationally recognized group of colleagues. in addition to clinicians and scientists in the ccdll, collaborations are possible with faculty in the centers for human neurosciences, neurobehavioral research, sensory neuroscience research, audiological and vestibular services, and hearing research. our intellectual community also includes colleagues at the university of nebraska-omaha, the university of nebraska-lincoln, the university of nebraska medical center, creighton university and the creighton university school of medicine. our participation in the great plains idea-clinical & translational research center provides training opportunities, partnerships, and resources for scientists who wish to translate science into better health outcomes.

required qualifications : a successful candidate will have a ph.d. as well as post-doctoral studies or faculty-level experience in speech-language pathology, cognitive science, developmental or experimental psychology or a related field, and a record that demonstrates a highly productive and excellent research program. expertise in phonological development or disorders, neurodevelopmental disorders, or the interface between language development and emotional/behavioral health is of particular interest, but not required.

about boys town : boys town has been changing the way america cares for children and families since 1917. our employees have helped us grow from a small boardinghouse in downtown omaha, nebraska into one of the largest national child and family care organizations in the country. with the addition of boys town national research hospital in 1977, our services branched out into the health care and research fields, offering even more career opportunities to those looking to make a real difference.

our employees are our #1 supporters when it comes to achieving boys town's mission, which is why we are proud of their commitment to making the world a better place for children, families, patients, and communities. unique perks to boys town employees and their families include free visits to boys town physicians and free prescriptions under the boys town medical plan, tuition assistance, parenting resources from our experts and professional development opportunities within the organization, just to name a few. working at boys town is more than just a job, it is a way of life.

date posted : september 23, 2020

boys town national research hospital is a tobacco free campus. this advertisement describes the general nature of work to be performed and does not include an exhaustive list of all duties, skills, or abilities required. boys town is an equal employment opportunity employer and participates in the e-verify program. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. to request a disability-related accommodation in the application process, contact us at 1-877-639-6003.",3.0,Boys Town National Research Hospital,"Omaha, NE",1001 to 5000 Employees,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,100,162,131.0,Boys Town National Research Hospital,NE,43,0,0,0,0,0,0
Data Scientist/Economist/Researcher – Future Pricing Strategy,$100K - $162K,"who we are
our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. this motivates us — inspires us — to do what we do. to make what we make. to invent, and to reinvent. to engineer experiences that amaze. we won’t stop pushing ahead, because you won’t stop pushing ahead. you’re reinventing how you work. how you play. how you live. with our technology, you’ll reinvent your world
what we offer
exciting experience with data science’s and analytics’ hottest topics: hp’s analytics team is covering a wide range of exciting, fast-growing and business critical areas such as: big data sku level pricing (in a space of millions of transactions), sem/display optimization in the world’s leading channels platforms (e.g. google, amazon, jd…) and predictive analytics in the area of sales management (which accounts to target, with what offer …)
career building platform- hp’s analytics team has a large and global footprint across the world offering many possibilities to advance one’s career
international, collaborative and dynamic team - we are a very dynamic, highly skilled and diverse global team consisting of economists, consultants, marketers, statisticians, engineers, scientists or even musicians united by the passion to create impact using technology
position overview
in this position you would get the chance to
shape hp’s future of how we price and introduce new products
develop and apply statistical methods and experimentation to analyze the effect of pricing and sales decisions on business performance
collaborate and work closely with our internal business teams to drive action
present results and recommendations to relevant stakeholders, including senior leadership
about you:
you have deep interests in pricing, business strategy, and consumer behaviour
you are passionate about unveiling answers to most difficult questions using data and models
you feel accomplished seeing your recommendations being implemented while shopping for yourself
you can’t stop thinking about learning something new every day and enjoy being surrounded by highly talented people
requirements:
must-haves:
at least 2 years’ working experience in data science in a business setting
experience interacting with stakeholders and translating business questions to models
ability to deploy, interpret, and troubleshoot linear regression models
working understanding of causal inference methods
proficiency with r and/or python
excellent written and verbal communication for technical and non-technical audiences
ability to think creatively and invent original solutions to business and modelling challenges
proficiency in microsoft excel and microsoft powerpoint
bonus points for:
understanding of finance and product economics
experience in deploying data science in a retail environment
experience in designing, deploying, and analyzing in-market experiments and/or ab tests
master's or phd degree in quantitative marketing, business, statistics, economics, psychology, or other relevant quantitative discipline",4.1,HP,"San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,100,162,131.0,HP,CA,81,1,0,0,0,0,0
Data Analyst – Health Policy Research,$100K - $162K,"american college of radiology (acr) is a progressive membership organization representing nearly 40,000 medical specialists in radiological care. as a member of our team, you will join a world leader in patient-centered care advocacy, policy and clinical research, quality and safety. our culture encourages innovation, diversity, integrity and leadership. a nonprofit 501(c)(3), acr (the american college of radiology) has over 500 purpose-driven employees in the greater washington, dc and philadelphia region.",3.8,American College of Radiology,"Reston, VA",201 to 500 Employees,1923,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$100 to $500 million (USD),100,162,131.0,American College of Radiology,VA,97,0,0,0,0,0,0
"Scientist II, imPACT Clinical Pipeline",$77K - $164K,pact pharma,3.6,PACT Pharma,"South San Francisco, CA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,77,164,120.5,PACT Pharma,CA,4,0,0,0,0,0,0
Data Scientist/Economist/Researcher – Future Pricing Strategy,$77K - $164K,"who we are
our vision is to create technology that makes life better for everyone, everywhere — every person, every organization, and every community around the globe. this motivates us — inspires us — to do what we do. to make what we make. to invent, and to reinvent. to engineer experiences that amaze. we won’t stop pushing ahead, because you won’t stop pushing ahead. you’re reinventing how you work. how you play. how you live. with our technology, you’ll reinvent your world
what we offer
exciting experience with data science’s and analytics’ hottest topics: hp’s analytics team is covering a wide range of exciting, fast-growing and business critical areas such as: big data sku level pricing (in a space of millions of transactions), sem/display optimization in the world’s leading channels platforms (e.g. google, amazon, jd…) and predictive analytics in the area of sales management (which accounts to target, with what offer …)
career building platform- hp’s analytics team has a large and global footprint across the world offering many possibilities to advance one’s career
international, collaborative and dynamic team - we are a very dynamic, highly skilled and diverse global team consisting of economists, consultants, marketers, statisticians, engineers, scientists or even musicians united by the passion to create impact using technology
position overview
in this position you would get the chance to
shape hp’s future of how we price and introduce new products
develop and apply statistical methods and experimentation to analyze the effect of pricing and sales decisions on business performance
collaborate and work closely with our internal business teams to drive action
present results and recommendations to relevant stakeholders, including senior leadership
about you:
you have deep interests in pricing, business strategy, and consumer behaviour
you are passionate about unveiling answers to most difficult questions using data and models
you feel accomplished seeing your recommendations being implemented while shopping for yourself
you can’t stop thinking about learning something new every day and enjoy being surrounded by highly talented people
requirements:
must-haves:
at least 2 years’ working experience in data science in a business setting
experience interacting with stakeholders and translating business questions to models
ability to deploy, interpret, and troubleshoot linear regression models
working understanding of causal inference methods
proficiency with r and/or python
excellent written and verbal communication for technical and non-technical audiences
ability to think creatively and invent original solutions to business and modelling challenges
proficiency in microsoft excel and microsoft powerpoint
bonus points for:
understanding of finance and product economics
experience in deploying data science in a retail environment
experience in designing, deploying, and analyzing in-market experiments and/or ab tests
master's or phd degree in quantitative marketing, business, statistics, economics, psychology, or other relevant quantitative discipline",4.1,HP,"San Diego, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,77,164,120.5,HP,CA,81,1,0,0,0,0,0
Sr Research Scientist - Preclinical Research Lead - Gene Editing Institute,$77K - $164K,empty,3.7,Christiana Care Health Systems,"Newark, DE",10000+ Employees,1970,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),77,164,120.5,Christiana Care Health Systems,DE,50,0,0,0,0,0,0
Data Analyst – Health Policy Research,$77K - $164K,"american college of radiology (acr) is a progressive membership organization representing nearly 40,000 medical specialists in radiological care. as a member of our team, you will join a world leader in patient-centered care advocacy, policy and clinical research, quality and safety. our culture encourages innovation, diversity, integrity and leadership. a nonprofit 501(c)(3), acr (the american college of radiology) has over 500 purpose-driven employees in the greater washington, dc and philadelphia region.",3.8,American College of Radiology,"Reston, VA",201 to 500 Employees,1923,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$100 to $500 million (USD),77,164,120.5,American College of Radiology,VA,97,0,0,0,0,0,0
