Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Director of Data Science,$48K - $90K,"Hello, World! Codecademy has helped tens of millions of learners upgrade their careers, build meaningful projects, and gain confidence in their skills with engaging, accessible, and flexible education on programming and data skills. We provide hands-on interactive lessons ranging from Python to R to JavaScript to Golang and everything in between. Our learners have gone on to start companies, new jobs, and new lives thanks to what they've learned with Codecademy, and we're thrilled to take that impact to the next level.",3.5,Codecademy,"New York, NY",51 to 200 Employees,2011,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
"Senior Scientist, Machine Learning",$48K - $90K,"Do you want to be part of a growing data organization that is helping to shape the game experiences of millions of players? Niantic, the developer of Pokemon GO and Harry Potter: Wizards Unite is looking for a Senior Scientist with the creativity, leadership, and experience to develop meaningful Machine Learning science and game interventions for all our popular titles. Work closely with other scientists, engineers, and product managers to design and deploy machine learning models that elevate gameplay in Niantic's AR driven games where the real world becomes our gameboard.",4.0,Niantic,"Sunnyvale, CA",501 to 1000 Employees,2011,Company - Private,Video Games,Media,Unknown / Non-Applicable
Signal and Information Processing Research Scientist,$48K - $90K,"Job Description:

Our Reston office is seeking a talented Signal and Information Processing Research Scientist to be part of a strong team of scientists, engineers, and operations experts in pursuit of applied research and development of effective and efficient solutions for real-world National Security System problems.

The position responsibilities include data analysis, signal and clutter phenomenology identification/capture/modeling, and advanced algorithm development, implementation and testing. Projects will involve a variety of advanced sensing and Command and Control systems, ranging from Undersea Sensors to Airborne and Space systems employing sensory modes spanning, Acoustic, Radio Frequency, and Optical/IR.
Required Qualifications:
Degree in Electrical Engineering, Physics, Mathematics, or a related field, with a minimum of 2 years of relevant work experience
Capable of researching and implementing advanced processing methods
Demonstrated Knowledge Skills and Abilities in one or more of the areas of Sonar, Radar, Streaming Video, SIGINT, or related sensing domain
Demonstrated Knowledge Skills and Abilities in one or more of the subjects of Statistical Adaptive Array and Multichannel Processing, Stochastic Processes and Applications, Classical Inference/Detection and Estimation Theory, Fusion, Tracking, Classification, or relate field
Candidates must be comfortable in small work groups, doing extended development with minimal oversight and direction
A current active US security clearance
Preferred Qualifications
MS or PhD degree in Electrical Engineering, Physics, Mathematics
Experience in mathematical/physical modeling, simulation and performance analysis
Experience analyzing data on very large and diverse scales
Programming experience in Java or C/C++

Position Location: Reston, VA

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

VEVRAA Federal Contractor",3.0,"Metron, Inc.","Reston, VA",51 to 200 Employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD)
Principal Data Scientist – Secureworks - US Remote or Canada Remote,$48K - $90K,Principal Data Scientist,3.9,Secureworks,"Atlanta, GA",1001 to 5000 Employees,1999,Company - Public,IT Services,Information Technology,$100 to $500 million (USD)
Postdoctoral Scientist in Pharmaceutical & Formulation Science,$48K - $90K,Position Details:,-1,Inimmune Corp,"Missoula, MT",-1,-1,-1,-1,-1,-1
Data Scientist,$48K - $90K,"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.

Responsibilities

Seeking an analysis-driven candidate to join Perspecta’s dynamic Performance Engineering and Analysis team, a recognized Intelligence Community leader with decades of expertise in providing customers with data-driven analysis shaping the future IC architecture. Our team seeks to influence acquisition and future strategy planning via analysis of transactional data and other inputs to assess the relative reach and value of content, capabilities and platforms in a unique environment.
The ideal candidate will use operations research and data science analytics using commercial off-the-shelf and custom software to analyze the customer’s databases which are growing over billions of transaction records. The successful candidate will leverage various statistical analysis and simulation methods to characterize and visualize end-to-end visibility and impact for complex systems and hundreds of end users to provide optimization solutions for current and future enterprise architecture.
Responsibilities include:
Apply technical and analytic expertise to provide quantitative and qualitative engineering analysis for a complex system of systems including forensic analysis related to existing systems and predictive analysis in support of future systems.
Analyze and implement custom algorithms for complex data sets used for modeling, data mining and statistical analysis as well as developing custom visualization tools to communicate findings to a large audience
Perform predictive analysis to determine future data trends and assess potential chokepoints and system performance issues while evaluating key performance indicators
Work closely with teammates to conduct multi-faceted performance analysis
Develop analysis reports and briefings to present to varying levels of government customers
Support systems engineering technical exchanges and meetings

Qualifications

Required Qualifications:
TS/SCI Clearance (with a current SSBI favorably adjudicated within the last 5 years)
Bachelor’s degree in Systems Engineering, or related STEM degree program
6+ years of professional technical experience in government or industry in relevant work areas including: DoD/IC Acquisition Process, Requirements Process, PPBES Process or system engineering of large complex System of Systems or Service Oriented Architecture/Cloud Environments
6+ years of systems engineering, systems integration or systems development experience
Experience with sensor development, processing algorithm optimization, imagery and signals analysis, sensor data optimization, remote sensing, and/or exploitation techniques
Experience in enterprise and systems architecting, including but not limited to requirements derivation, requirements management, interface specifications derivations, N2 diagrams, DoDAF documentation creation
Understanding of, and the ability to work with, multiple levels of information security
Desired Qualifications:
Advanced degree in Systems Engineering or related STEM degree program
2+ years of experience in cloud technology engineering and migration
2+ years of experience agile systems engineering and development methods (User Story Generation, Sprint/Scrum Development, Development Back-log management)
2+ years of experience with sensitive GEOINT
Experience using R, PHP or Python to develop rich visualizations
Experience using a relational database such as MySQL, MS SQL Server or Oracle
Experience with Plot.ly, Shiny and other interactive dashboard enablement languages, as well as development (and management of) dashboard reports
Excellent written and verbal communications, technical/non-technical presentation skills
Demonstrated ability to work independently and within a team environment
Application of data science against satellite and/or geospatial programs for the Federal sector

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",3.4,Perspecta,"Springfield, VA",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist I,$48K - $90K,"Description
ReaderLink. We Link. Publishers. Books. Retailers. Customers.
We are North America’s largest book distributor with over 70,000 customer store locations. We move over 325,000,000 books per year and work with over 700 retailers and 500 publishers. If you want to end every day knowing that you helped deliver a book into the hands of readers across America, let’s talk.
The Data Scientist role will allow you to grow your data engineering prowess and expand your knowledge of best practices in the Data Science community. You will thrive in an environment where not all ingenuity and creativity have been solved before you’ll have a say in the development of a solution. Using your understanding of data mining and forecast modeling, you’ll navigate this industry to give cutting edge results that lead to process change and improved technological understanding within our industry.

What you will be doing:

Deploy standard data mining protocol to be sure all subsequent analytics, modeling, A.I., and machine learning algorithms operate on unbiased and relevant data
Use of Data analytics packages to translate and describe data insights at the top level
Develop creative ways to validate forecast validity
Develop multivariable and regression and time series models for various forecasting predictions
Adequately deploy a strategy of models and analytics and attach them to the ERP system and data warehouse
Maintain health and procedures of active machine learning models for continued success
Assist in building and run automated cloud serviced machine learning processes to be sure of their predictive direction and accurate operation
What you will need:

Bachelor’s degree in Business, Finance, or related discipline
Experience with Cloud Service Machine Learning platforms (Google, Azure, Aws)
Proficient in manual model building using R or Python
Experience with some SQL procedures used for data mining
Microsoft Office (Excel, PowerPoint)
1-3 years of experience working with large data sets
Problem-solving skills with the ability to think creatively
Team oriented, hardworking, open-minded, and flexible
Excellent verbal and written communication skills",2.6,ReaderLink,"Oak Brook, IL",1001 to 5000 Employees,2011,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD)
Machine Learning Engineer,$48K - $90K,Opportunity overview,5.0,Cohere Health,"Boston, MA",51 to 200 Employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$48K - $90K,"Engineering at Postmates

We’re building groundbreaking tech solutions that power our revolutionary logistics platform to help connect millions of customers with their favorite merchants every day. We’re tackling some of the most complex technical challenges in the modern logistics space to unlock opportunities that positively impact the local businesses and communities we serve.

WHAT WE DO

Postmates relies heavily on our engineering team to realize this vision. Building a software platform that is reliable, scales, and stays agile under demanding product needs is a serious technical challenge. Postmates is a three-part balancing act connecting customers, merchants, and couriers in real-time. If any piece is out of whack, the whole system suffers. Working with the Postmates engineering team offers an opportunity with explosive growth, cutting-edge technology, a highly visible charter, and a cool user-focused product vision.

As a Data Scientist, you’ll use your full toolkit - statistical modeling, machine learning, data mining, data visualization, and software engineering - to develop data products and models that are used by millions of users and power the growth of our business. You will collaborate with a strong team of engineers, product managers and data analysts in defining the frontier of data products and models in the three-sided marketplace. Data scientists will work on how to formulate a model from a real business problem, determine evaluation metrics, evaluate different modeling approaches, conduct data analysis, and build features and algorithms for the various challenging problems at Postmates.

YOUR RESPONSIBILITIES
Modeling and forecasting demand and supply to enable more intelligent matching, optimize the overall marketplace efficiency and provide valuable insights to our merchants and Postmates
Large scale Machine Learning algorithms that powers our Search Ranking models and Personalized Recommendation Engine
Predicting the Postmates Delivery Time (PDT) and improving the dispatching algorithm
Determining the optimal pricing strategies to help our Postmates maximize their revenue
Identifying suspicious transactions and malicious users for risk control
Natural Language Processing to understand text content on Postmates platform, including named entity resolution and recognization of reviews, descriptions and interactions between users on our marketplace
OUR REQUIREMENTS
A Bachelor’s/Master’s degree (or higher) in a technical field (Computer Science, Statistics, Economics, Operations Research, Math, Physics, Engineering, etc.) or equivalent work experience required.
minimum of 3+ years of professional experience in Data Science or Applied Machine Learning required
A deep theoretical understanding of modern machine learning algorithms, statistical models, or optimization
Extensive experience with data tools, Python (Pandas, Scipy, Numpy, Scikit-Learn, etc), R, SAS, SQL, etc and strong skills in data analysis, data visualization, and feature engineering
Ability to own your modeling work from model development all the way to production deployment and beyond with minimal help from engineers
Strong communication skills; Explaining complex technical concepts to product managers, data analysts, and other engineers shouldn’t be a problem for you
OUR PREFERRED QUALIFICATIONS
Experience with MapReduce, Spark, Hive, HBase, Google BigQuery, and BigTable
Experience with ML frameworks like Tensorflow, PyTorch, Spark MLlib, XGBoost, and Scikit-Learn
A bit about us
Postmates is changing delivery for good. While you may know us as the clever brand loved by celebrities and millennials, we are so much more. We are industry-first leaders in the modern logistics space, creating groundbreaking tech products that positively impact millions of customers, merchants and gig-economy workers as well as the underserved in the communities where we work. How will you help us change delivery for good?

Benefits
Postmates has your back. In our impact-first work environment, we value huge company vision. As you strive to build the future with us, we’ll support you with a competitive rates and equity plan, along with access to our 401k plan and robust benefits including: health benefits, flexible paid time off, parental benefits, and food perks.

Postmates is proud to be an equal employment opportunity and affirmative action employer. Qualified applicants at Postmates are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation.",3.4,Postmates,"Bellevue, WA",1001 to 5000 Employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable
Senior/Staff Data Scientist,$100K - $162K,"About You

You are a creative and rigorous data scientist with 3+ years of experience, excited to solve meaningful business problems. You are comfortable with a range of statistical and machine learning techniques with the ability to creatively apply them to our problems. Modeling is your thing, you are proficient in translating unstructured business problems into mathematical frameworks, and propose scalable solutions.",4.5,Turo,"San Francisco, CA",201 to 500 Employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist-Junior,$100K - $162K,"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.

Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.

Provides data science and data engineering support to targeting activities that bring in large datasets. Data science and data engineering support is needed to help manage and execute the ingest (extract, transform and load (ETL) operations), parsing, data normalizations, database design, as well as performing data analysis at scale and implementing algorithms to find impactful operational and finished intelligence in large data streams. Involved in the analysis of unstructured and semi-structured data. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases. Handles processing against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills coupled with the ability to code, design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations. Develops documentation to support objectives of operationally-focused team members.

Qualifications

3 years experience and a BA/BS degree
Responsible for assisting more senior positions and/or performing functional duties under the oversight of more senior positions.

Current TS/SCI Clearance

Bachelor of Science Degree or higher computer science, statistics, or other related STEM (Science, Technology, Engineering, or Math)
Desired qualifications:
Strong understanding of data engineering, structure, formatting, conditioning and analysis.
Knowledge of database tools and current data science processes.
Full-stack development experience.
Desired Skills:
Thorough/Working knowledge of Python and some of the following software/tools: SQL, R, Hadoop, Spark, Java, C/C++, Git Bash, Tableau, ArcGIS, Unix commands.
Thorough/Working knowledge of research designs.
Thorough/Working knowledge of collection methods, capabilities and tasking process.
Familiarity with project management concepts and principles.
Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems.
Strong analytical and critical thinking skills

About Perspecta

What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",3.4,Perspecta,"Washington, DC",10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Machine Learning Engineer,$100K - $162K,"With the continued impact of COVID-19 and social distancing measures, Kensho is conducting all interviews and on-boarding activities remotely. At the present time, all employees are working remotely, until further notice. When the time comes to open our offices, Kensho will fully support those employees who would like to continue working remotely and not ask anyone to return to the office until they are comfortable.",4.1,Kensho,"Cambridge, MA",51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$100K - $162K,"The Data Scientist ensures that the data assets of the organization are supported by its information technology architecture. The Data Scientist is responsible for developing predictive and prescriptive analytics models, creating efficient algorithms, and innovating use of data. The Data Scientist will work closely with the rest of the operations teams, IT, and internal business partners to identify, evaluate, design, and implement statistical analyses and data exploration/visualization of internal and external, structured and unstructured, public and proprietary data.

 GEODIS is one of the world’s largest leading Supply Chain Operators! At GEODIS, we create with you an infinite number of career opportunities. As a GEODIAN, you will work hands-on with products from hundreds of customers in different industries – retail, healthcare, technology and more - all within our warehouse distribution centers, located globally.

 No matter what position you’re in, you will find yourself contributing to the development and success of your career and our customers.

The points below highlight the Data Scientist duties:

Primary Duties:

Leads the organization's planning of GEODIS’ data model and data architecture through continual redesign of the data model and/or transition to a common model
Recommends strategies to management on approaches to optimize business success based on changing business needs
Evaluates applicability of leading edge technologies and uses information to significantly influence future business strategy
Analyzes complex business and competitive issues and discerns the implications for systems support; including identifying, defining, directing, and performing project issue analysis of the technical and economic feasibility of proposed data solutions
Designs projects with the proper tools and methodologies to successfully address cross-technology and cross-platform issues within the business and/or the future architecture of the organization
Proposes and leads projects required to support the development or the organization's data infrastructure needs and provides intelligence on advances in database technologies
Develops partnerships with senior users to understand business needs and define future data requirements
Interacts with internal and external audiences to develop effective networks to ensure business needs are met
Other duties as required and assigned

 Requirements:

 Education and Experience:

Master’s degree in Data Science, Computer Science, Statistics or Business Administration
Minimum 7 years of related experience and/or training; or an equivalent combination of education and experience
Experience with analytical and data mining efforts which could include but not limited to clustering, segmentation, logistic and multivariate regression, decision/CART trees, neural networks, time-series analysis, sentiment analysis, and topic modeling
Experience with optimization algorithms; Bayesian Optimization, Genetic Algorithm, and Particle Swarm Optimization, etc.
Knowledge of Experience in modeling and an ability to implement models or model components from scratch.
Experience using statistical computer languages; Python, R, etc.
PC literate with experience with Microsoft Outlook, Word, Access and Excel

Essential Skills:

Excellent written and oral communication skills that demonstrate a proven ability to develop relationships with a range of internal and external customers
Excellent planning and organizational skills
Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manual
Ability to write routine reports and correspondence
Ability to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form

Environment:

While performing the duties of this job, the employee frequently is required to sit, reach with hands and arms, and talk. The employee is regularly required to use hands to finger, handle, or feel. The employee must occasionally lift and/or move up to 15 pounds. The employee is regularly exposed to ambient lighting and temperate climate conditions.

[1]The following statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified.

[2] Job Duties as documented in this job description are considered “Essential Functions” and have been created by the standards of the Equal Employment Opportunity Commission (EEOC). The standards of the Americans with Disabilities Act (1990) require that employees be able to perform “Essential Functions” of the job with or without reasonable accommodation. Reasonable accommodations may be made to enable individuals with disabilities to perform the “Essential Functions”.",3.3,GEODIS,"Brentwood, TN",10000+ Employees,1904,Subsidiary or Business Segment,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD)
Data Scientist Technical Specialist,$100K - $162K,"Technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. Those charged with protecting the United States are not always able to access the evidence needed to prosecute crime and prevent terrorism. The Government has trusted in Peraton to provide the technical ability, tools, and resources to bring criminals to justice. In response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. At Peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. Peraton is looking for a talented Data Scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.
What you’ll do…
Work closely with entity resolution subject matter experts, program engineers and stakeholders to integrate complex data sources into operation and develop new analytics and algorithms
Support advanced data exploitation capabilities using Hadoop related technologies
Enhance the data processing infrastructure using open source and commercial technologies
Capture and define requirements for entity resolution features and functionality from a UI end-user perspective
Analyze documentation and source data of new data feeds
Provide O&M monitoring and resolution of production web services using monitoring tools including Ganglia, Jenkins, and other means
Modify pipeline scripts to enhance functionality and support bug fixes
Resolve bugs by modifying pipeline scripts and entity resolution explanation service scripts
Coordinate development efforts in an agile team
You’d be a great fit if…
You have a Bachelor’s degree in Engineering, Computer Science, or other related analytical, scientific, or technical discipline. Equivalent experience may be considered in lieu of degree.
Have 10 years of experience with scripting languages, such as Python, used in support of development and production operations.
Have 10 years of experience analyzing and reporting on large datasets .
It’d be even better if you…
Experience with designing and implementing custom machine learning algorithms.
Experience with graph algorithms and semantic Web.
Experience with using SQL to conduct complex database queries.
Knowledge of descriptive and inferential statistics, including hypothesis testing.
Ability to apply supervised and unsupervised machine learning algorithms for clustering, classification, and dimensionality reduction.
Ability to communicate information in verbal or written formats to a senior executive audience.
Knowledge of commercial Cloud services used by the IC.
Experience with using Apache Spark to aggregate and analyze large data sets from various sources.
What you’ll get…
An immediately-vested 401(K) with employer matching
Rapid PTO accrual schedule with floating holidays
Comprehensive medical, dental, and vision coverage
Tuition assistance, financing, and refinancing
Paid maternity and paternity leave
Company-paid infertility treatments
Cross-training and professional development opportunities
The ability to influence major initiatives

SECURITY CLEARANCE

This position requires the candidate to have an active Top Secret security clearance and ability to maintain the clearance.
We are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.",3.7,Peraton,"Chantilly, VA",1001 to 5000 Employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
Lead Data Scientist,$100K - $162K,Lead Data Scientist,2.7,Nexon America Inc,"El Segundo, CA",201 to 500 Employees,1994,Company - Public,Video Games,Media,$10+ billion (USD)
Lead Data Scientist / Engineer,$100K - $162K,"Lead Data Scientist / Engineer - Aliso Viejo, CA",-1,"AWM Smart Shelf (Adroit Worldwide Media, Inc.)","Aliso Viejo, CA",-1,-1,-1,-1,-1,-1
"Data Scientist, Solar & Storage",$100K - $162K,"ABOUT POWER FACTORS

Power Factors is a leading provider of asset performance management solutions through our cloud-based SaaS Drive platform. Drive empowers owners, operators and asset managers with tools to effectively manage a fleet of clean energy assets for real-time operations, reporting and technical asset management.


THE ROLE

As a Data Scientist on the Power Factors’ Advanced Analytics team, you will serve as an in-house subject matter expert on solar, storage and Power Factors’ Drive platform. In this role you will support internal and external users, conduct analysis that exceeds the current capability of the product and help define and validate the road map for future development.

You will work closely with a wide variety of internal teams (Product Management, Customer Success, Software Development, Engineering Operations and, obviously, other members of Advanced Analytics) as well as customers (Analysts, Site Managers and Asset Managers). You will have the opportunity and responsibility for communicating with experts from across the industry. Extensive knowledge of solar, and operational solar power plants is, therefore, a must. Familiarity with analysis, data science and software development tools and techniques are preferred.

The best candidates will have strong written and verbal communication skills, be curious and willing to continually take on new challenges and opportunities to learn (new programming languages, techniques, technologies). In this role, you will be reporting to the Technical Director of Advanced Analytics and you will be an active member of a team composed of passionate and highly qualified professionals that aims at changing the energy landscape.

IMPORTANT NOTE: Power Factors is applying COVID-19 preventive measures to safeguard the health and safety of our employees, customers, business partners, and communities where we have offices. Please note that the selected candidate will be working from home, for the duration of said applicable measures.


RESPONSIBILITIES


Serve as an internal expert for the inner workings of all aspects of Power Factor’s Drive platform;
Understand customer needs and use cases and how they can be addressed;
Support testing, documentation, training, utilization and value realization of the platform;
Help define workflow and user experience elements of the platform;
Collaborate with other members of the Advanced Analytics team to explore analytical problems and solutions;
Work independently to investigate and develop analytical methods and tools;
Communicate effectively with people at all levels of the organization and with customers;
Ensure that analytics are robust and resilient in a production environment with diverse data;
Work with Data Engineers on data quality assessment, data cleansing and analytics;
Collaborate with Product Managers to understand requirements and use cases;
Develop, verify and validate analytics to address customer needs and requirements;
Continuously strive to efficiently deliver actionable information to Power Factors’ customers. You will interact directly with internal and external stakeholders to design solutions that help them solve real-world problems and drive value.
Work on a multitude of dynamic projects with cross-functional internal stakeholders as required.


REQUIREMENTS


Bachelor’s degree (or above) in Engineering, Statistics, Mathematics, Computer Science, or a related field;
Minimum 3 years of relevant work experience in Solar and / or Energy Storage; practical experience with monitoring and analysis of operational generating assets is considered as an asset;
Minimum of 3 years of experience with data analysis and / or data science strongly preferred;
Experience with data analysis tools (e.g. Python, SQL, PowerBI preferred);
Demonstrated experience with development and deployment of analytical methods and tools using IoT data;
Ability to grasp and clearly communicate complex ideas;
Commercially oriented approach and business skills in identifying and exploiting opportunities in a competitive market;
Demonstrated skill at data preprocessing, data modeling and data quality assessment (especially as related to IoT data);
Ability to continuously learn and explore new techniques to provide insights and answers;
Critical thinking and problem-solving skills;
Experience developing analytics for product solutions is also considered an asset;
Availability to travel on occasions or as required (10% of the time approximately).


 WHAT WE OFFER


A highly motivated, values-driven culture focused on a sustainable energy future
Flexible core hours
Incentive pay and employee referral bonus programs
Employee recognition programs
Benefits coverage for you and your dependents


REQUIRED COMPETENCIES


Accountability
Delivering on Commitments
Customer Focus
Problem Analysis
Process Development
Problem Solving

EQUAL OPPORTUNITY EMPLOYER


Power Factors is an Equal Opportunity Employer committed to engaging a diverse workforce and sustaining an inclusive culture. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

IND123",4.5,Power Factors,"Dallas, TX",51 to 200 Employees,-1,Private Practice / Firm,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$100K - $162K,"THE TEAM YOU WILL BE JOINING:
One of the largest providers of high-quality, single-family residences in the United States.
A team of hard-working individuals who take pride in providing the highest quality of safety, security, and stability.
A dynamic, fun, and goal-oriented company.

WHAT THEY OFFER YOU:
In addition to outstanding training, they host town hall meetings to encourage growth, knowledge sharing and a good time.
Competitive performance-based bonuses.
Comprehensive healthcare coverage for you and your family, parental leave, paid time off, and paid holidays

WHY THIS ROLE IS IMPORTANT:
Offers opportunity to use upcoming technologies to help preform financial engineering
Will be developing applications using Java/Hibernate/Vaadin
The applications that are developed will be to support the acquisition, leasing, and management of different properties and homes
Opportunity to develop integrations with various levels of Real Estate startups
Opportunity to analyze various sets of data to help identify various trends along with optimizations

THE BACKGROUND THAT FITS
3-5 years of experience sourcing cleaning and validating raw data
Must have experience with ETL processes in Python and SQL
Ability to demonstrate familiarity with data analysis and statistical modeling
Knowledge of visualization tools and libraries
Strong coding skills in Python or Java are preferred

#LI-KC1",2.6,AccruePartners,"Charlotte, NC",51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Data Analyst,$100K - $162K,Group O has an immediate need for a Senior Data Analyst to join its growing team. This position is primarily responsible quick turnarounds on complex data and building interactive dashboards and reports to display complex data.,3.3,Group O,"Dallas, TX",1001 to 5000 Employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
